"","Comment","Verdict","text","score"
"602","We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,"we got sitting fairly fast but ended up waiting minutes just to place our order another minutes before the food arrived",1
"603","They also have the best cheese crisp in town.",1,"they also have the best cheese crisp in town",2
"604","Good value, great food, great service.",1,"good value great food great service",3
"605","Couldn't ask for a more satisfying meal.",1,"couldn t ask for a more satisfying meal",1
"606","The food is good.",1,"the food is good",1
"607","It was awesome.",1,"it was awesome",1
"608","I just wanted to leave.",0,"i just wanted to leave",0
"609","We made the drive all the way from North Scottsdale... and I was not one bit disappointed!",1,"we made the drive all the way from north scottsdale and i was not one bit disappointed",-1
"610","I will not be eating there again.",0,"i will not be eating there again",0
"611","!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!",0,"the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one",-2
"612","I checked out this place a couple years ago and was not impressed.",0,"i checked out this place a couple years ago and was not impressed",1
"613","The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,"the chicken i got was definitely reheated and was only ok the wedges were cold and soggy",-1
"614","Sorry, I will not be getting food from here anytime soon :(",0,"sorry i will not be getting food from here anytime soon",-1
"615","An absolute must visit!",1,"an absolute must visit",0
"616","The cow tongue and cheek tacos are amazing.",1,"the cow tongue and cheek tacos are amazing",1
"617","My friend did not like his Bloody Mary.",0,"my friend did not like his bloody mary",0
"618","Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,"despite how hard i rate businesses its actually rare for me to give a star",-1
"619","They really want to make your experience a good one.",1,"they really want to make your experience a good one",1
"620","I will not return.",0,"i will not return",0
"621","I had the chicken Pho and it tasted very bland.",0,"i had the chicken pho and it tasted very bland",-1
"622","Very disappointing!!!",0,"very disappointing",-1
"623","The grilled chicken was so tender and yellow from the saffron seasoning.",1,"the grilled chicken was so tender and yellow from the saffron seasoning",1
"624","a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,"a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait",-3
"625","Pretty awesome place.",1,"pretty awesome place",2
"626","Ambience is perfect.",1,"ambience is perfect",1
"627","Best of luck to the rude and non-customer service focused new management.",0,"best of luck to the rude and non customer service focused new management",1
"628","Any grandmother can make a roasted chicken better than this one.",0,"any grandmother can make a roasted chicken better than this one",1
"629","I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.",0,"i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself",0
"630","The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,"the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby",4
"631","Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !",1,"four stars for the food the guy in the blue shirt for his great vibe still letting us in to eat",1
"632","The roast beef sandwich tasted really good!",1,"the roast beef sandwich tasted really good",1
"633","Same evening, him and I are both drastically sick.",0,"same evening him and i are both drastically sick",-2
"634","High-quality chicken on the chicken Caesar salad.",1,"high quality chicken on the chicken caesar salad",0
"635","Ordered burger rare came in we'll done.",0,"ordered burger rare came in we ll done",0
"636","We were promptly greeted and seated.",1,"we were promptly greeted and seated",1
"637","Tried to go here for lunch and it was a madhouse.",0,"tried to go here for lunch and it was a madhouse",0
"638","I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1,"i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable",2
"639","After waiting an hour and being seated, I was not in the greatest of moods.",0,"after waiting an hour and being seated i was not in the greatest of moods",0
"640","This is a good joint.",1,"this is a good joint",1
"641","The Macarons here are insanely good.",1,"the macarons here are insanely good",0
"642","I'm not eating here!",0,"i m not eating here",0
"643","Our waiter was very attentive, friendly, and informative.",1,"our waiter was very attentive friendly and informative",2
"644","Maybe if they weren't cold they would have been somewhat edible.",0,"maybe if they weren t cold they would have been somewhat edible",-1
"645","This place has a lot of promise but fails to deliver.",0,"this place has a lot of promise but fails to deliver",0
"646","Very bad Experience!",0,"very bad experience",-1
"647","What a mistake.",0,"what a mistake",-1
"648","Food was average at best.",0,"food was average at best",1
"649","Great food.",1,"great food",1
"650","We won't be going back anytime soon!",0,"we won t be going back anytime soon",1
"651","Very Very Disappointed ordered the $35 Big Bay Plater.",0,"very very disappointed ordered the big bay plater",-1
"652","Great place to relax and have an awesome burger and beer.",1,"great place to relax and have an awesome burger and beer",2
"653","It is PERFECT for a sit-down family meal or get together with a few friends.",1,"it is perfect for a sit down family meal or get together with a few friends",1
"654","Not much flavor to them, and very poorly constructed.",0,"not much flavor to them and very poorly constructed",-1
"655","The patio seating was very comfortable.",1,"the patio seating was very comfortable",1
"656","The fried rice was dry as well.",0,"the fried rice was dry as well",0
"657","Hands down my favorite Italian restaurant!",1,"hands down my favorite italian restaurant",1
"658","That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1,"that just screams legit in my book somethat s also pretty rare here in vegas",1
"659","It was just not a fun experience.",1,"it was just not a fun experience",1
"660","The atmosphere was great with a lovely duo of violinists playing songs we requested.",1,"the atmosphere was great with a lovely duo of violinists playing songs we requested",2
"661","I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1,"i personally love the hummus pita baklava falafels and baba ganoush it s amazing what they do with eggplant",2
"662","Very convenient, since we were staying at the MGM!",1,"very convenient since we were staying at the mgm",1
"663","The owners are super friendly and the staff is courteous.",1,"the owners are super friendly and the staff is courteous",3
"664","Both great!",1,"both great",1
"665","Eclectic selection.",1,"eclectic selection",0
"666","The sweet potato tots were good but the onion rings were perfection or as close as I have had.",1,"the sweet potato tots were good but the onion rings were perfection or as close as i have had",3
"667","The staff was very attentive.",1,"the staff was very attentive",1
"668","And the chef was generous with his time (even came around twice so we can take pictures with him).",1,"and the chef was generous with his time even came around twice so we can take pictures with him",1
"669","The owner used to work at Nobu, so this place is really similar for half the price.",1,"the owner used to work at nobu so this place is really similar for half the price",1
"670","Google mediocre and I imagine Smashburger will pop up.",0,"google mediocre and i imagine smashburger will pop up",-1
"671","dont go here.",0,"dont go here",0
"672","I promise they won't disappoint.",1,"i promise they won t disappoint",1
"673","As a sushi lover avoid this place by all means.",0,"as a sushi lover avoid this place by all means",1
"674","What a great double cheeseburger!",1,"what a great double cheeseburger",1
"675","Awesome service and food.",1,"awesome service and food",1
"676","A fantastic neighborhood gem !!!",1,"a fantastic neighborhood gem",2
"677","I can't wait to go back.",1,"i can t wait to go back",-1
"678","The plantains were the worst I've ever tasted.",0,"the plantains were the worst i ve ever tasted",-1
"679","It's a great place and I highly recommend it.",1,"it s a great place and i highly recommend it",2
"680","Service was slow and not attentive.",0,"service was slow and not attentive",0
"681","I gave it 5 stars then, and I'm giving it 5 stars now.",1,"i gave it stars then and i m giving it stars now",0
"682","Your staff spends more time talking to themselves than me.",0,"your staff spends more time talking to themselves than me",0
"683","Dessert: Panna Cotta was amazing.",1,"dessert panna cotta was amazing",1
"684","Very good food, great atmosphere.1",1,"very good food great atmosphere",2
"685","Damn good steak.",1,"damn good steak",0
"686","Total brunch fail.",0,"total brunch fail",-1
"687","Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1,"prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo",1
"688","The decor is nice, and the piano music soundtrack is pleasant.",1,"the decor is nice and the piano music soundtrack is pleasant",2
"689","The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!",1,"the steak was amazing rge fillet relleno was the best seafood plate i have ever had",2
"690","Good food , good service .",1,"good food good service",2
"691","It was absolutely amazing.",1,"it was absolutely amazing",1
"692","I probably won't be back, to be honest.",0,"i probably won t be back to be honest",2
"693","will definitely be back!",1,"will definitely be back",0
"694","The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.",1,"the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well",2
"695","Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,"hawaiian breeze mango magic and pineapple delight are the smoothies that i ve tried so far and they re all good",4
"696","Went for lunch - service was slow.",0,"went for lunch service was slow",-1
"697","We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,"we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed",0
"698","I was mortified.",0,"i was mortified",-1
"699","Needless to say, we will never be back here again.",0,"needless to say we will never be back here again",-1
"700","Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,"anyways the food was definitely not filling at all and for the price you pay you should expect more",0
"701","The chips that came out were dripping with grease, and mostly not edible.",0,"the chips that came out were dripping with grease and mostly not edible",-1
"702","I wasn't really impressed with Strip Steak.",0,"i wasn t really impressed with strip steak",1
"703","Have been going since 2007 and every meal has been awesome!!",1,"have been going since and every meal has been awesome",1
"704","Our server was very nice and attentive as were the other serving staff.",1,"our server was very nice and attentive as were the other serving staff",2
"705","The cashier was friendly and even brought the food out to me.",1,"the cashier was friendly and even brought the food out to me",1
"706","I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.",0,"i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer",2
"707","The atmosphere here is fun.",1,"the atmosphere here is fun",1
"708","Would not recommend to others.",0,"would not recommend to others",1
"709","Service is quick and even ""to go"" orders are just like we like it!",1,"service is quick and even to go orders are just like we like it",2
"710","I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,"i mean really how do you get so famous for your fish and chips when it s so terrible",0
"711","That said, our mouths and bellies were still quite pleased.",1,"that said our mouths and bellies were still quite pleased",1
"712","Not my thing.",0,"not my thing",0
"713","2 Thumbs Up!!",1,"thumbs up",0
"714","If you are reading this please don't go there.",0,"if you are reading this please don t go there",0
"715","I loved the grilled pizza, reminded me of legit Italian pizza.",1,"i loved the grilled pizza reminded me of legit italian pizza",1
"716","Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!",1,"only pros large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough",4
"717","They have a really nice atmosphere.",1,"they have a really nice atmosphere",1
"718","Tonight I had the Elk Filet special...and it sucked.",0,"tonight i had the elk filet special and it sucked",-1
"719","After one bite, I was hooked.",1,"after one bite i was hooked",0
"720","We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.",0,"we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything",-2
"721","Cute, quaint, simple, honest.",1,"cute quaint simple honest",3
"722","The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.",1,"the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside",2
"723","The food was great as always, compliments to the chef.",1,"the food was great as always compliments to the chef",1
"724","Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.",1,"special thanks to dylan t for the recommendation on what to order all yummy for my tummy",1
"725","Awesome selection of beer.",1,"awesome selection of beer",1
"726","Great food and awesome service!",1,"great food and awesome service",2
"727","One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,"one nice thing was that they added gratuity on the bill since our party was larger than or and they didn t expect more tip than that",1
"728","A FLY was in my apple juice.. A FLY!!!!!!!!",0,"a fly was in my apple juice a fly",0
"729","The Han Nan Chicken was also very tasty.",1,"the han nan chicken was also very tasty",0
"730","As for the service, I thought it was good.",1,"as for the service i thought it was good",1
"731","The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,"the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us",-2
"732","Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.",0,"ryan s bar is definitely one edinburgh establishment i won t be revisiting",1
"733","Nicest Chinese restaurant I've been in a while.",1,"nicest chinese restaurant i ve been in a while",1
"734","Overall, I like there food and the service.",1,"overall i like there food and the service",1
"735","They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.",1,"they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world",0
"736","Probably never coming back, and wouldn't recommend it.",0,"probably never coming back and wouldn t recommend it",1
"737","Friend's pasta -- also bad, he barely touched it.",0,"friend s pasta also bad he barely touched it",-1
"738","Try them in the airport to experience some tasty food and speedy, friendly service.",1,"try them in the airport to experience some tasty food and speedy friendly service",2
"739","I love the decor with the Chinese calligraphy wall paper.",1,"i love the decor with the chinese calligraphy wall paper",1
"740","Never had anything to complain about here.",1,"never had anything to complain about here",-1
"741","The restaurant is very clean and has a family restaurant feel to it.",1,"the restaurant is very clean and has a family restaurant feel to it",1
"742","It was way over fried.",0,"it was way over fried",-1
"743","I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.",0,"i m not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place",1
"744","When I opened the sandwich, I was impressed, but not in a good way.",0,"when i opened the sandwich i was impressed but not in a good way",2
"745","Will not be back!",0,"will not be back",0
"746","There was a warm feeling with the service and I felt like their guest for a special treat.",1,"there was a warm feeling with the service and i felt like their guest for a special treat",2
"747","An extensive menu provides lots of options for breakfast.",1,"an extensive menu provides lots of options for breakfast",0
"748","I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,"i always order from the vegetarian menu during dinner which has a wide array of options to choose from",0
"749","I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,"i have watched their prices inflate portions get smaller and management attitudes grow rapidly",0
"750","Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.",1,"wonderful lil tapas and the ambience made me feel all warm and fuzzy inside",1
"751","I got to enjoy the seafood salad, with a fabulous vinegrette.",1,"i got to enjoy the seafood salad with a fabulous vinegrette",2
"752","The wontons were thin, not thick and chewy, almost melt in your mouth.",1,"the wontons were thin not thick and chewy almost melt in your mouth",0
"753","Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,"level spicy was perfect where spice didn t over whelm the soup",1
"754","We were sat right on time and our server from the get go was FANTASTIC!",1,"we were sat right on time and our server from the get go was fantastic",2
"755","Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,"main thing i didn t enjoy is that the crowd is of older crowd around mid s and up",1
"756","When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,"when i m on this side of town this will definitely be a spot i ll hit up again",0
"757","I had to wait over 30 minutes to get my drink and longer to get 2 arepas.",0,"i had to wait over minutes to get my drink and longer to get arepas",-1
"758","This is a GREAT place to eat!",1,"this is a great place to eat",1
"759","The jalapeno bacon is soooo good.",1,"the jalapeno bacon is soooo good",1
"760","The service was poor and thats being nice.",0,"the service was poor and thats being nice",0
"761","Food was good, service was good, Prices were good.",1,"food was good service was good prices were good",3
"762","The place was not clean and the food oh so stale!",0,"the place was not clean and the food oh so stale",0
"763","The chicken dishes are OK, the beef is like shoe leather.",0,"the chicken dishes are ok the beef is like shoe leather",1
"764","But the service was beyond bad.",0,"but the service was beyond bad",-1
"765","I'm so happy to be here!!!""",1,"i m so happy to be here",1
"766","Tasted like dirt.",0,"tasted like dirt",0
"767","One of the few places in Phoenix that I would definately go back to again .",1,"one of the few places in phoenix that i would definately go back to again",0
"768","The block was amazing.",1,"the block was amazing",1
"769","It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,"it s close to my house it s low key non fancy affordable prices good food",3
"770","* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!",1,"both the hot sour the egg flower soups were absolutely stars",0
"771","My sashimi was poor quality being soggy and tasteless.",0,"my sashimi was poor quality being soggy and tasteless",-1
"772","Great time - family dinner on a Sunday night.",1,"great time family dinner on a sunday night",1
"773","the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,"the food is not tasty at all not to say its real traditional hunan style",0
"774","What did bother me, was the slow service.",0,"what did bother me was the slow service",-2
"775","The flair bartenders are absolutely amazing!",1,"the flair bartenders are absolutely amazing",0
"776","Their frozen margaritas are WAY too sugary for my taste.",0,"their frozen margaritas are way too sugary for my taste",-1
"777","These were so good we ordered them twice.",1,"these were so good we ordered them twice",1
"778","So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.",0,"so in a nutshell the restaraunt smells like a combination of a dirty fish market and a sewer",-1
"779","My girlfriend's veal was very bad.",0,"my girlfriend s veal was very bad",-1
"780","Unfortunately, it was not good.",0,"unfortunately it was not good",0
"781","I had a pretty satifying experience.",1,"i had a pretty satifying experience",1
"782","Join the club and get awesome offers via email.",1,"join the club and get awesome offers via email",1
"783","Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,"perfect for someone me who only likes beer ice cold or in this case even colder",1
"784","Bland and flavorless is a good way of describing the barely tepid meat.",0,"bland and flavorless is a good way of describing the barely tepid meat",-1
"785","The chains, which I'm no fan of, beat this place easily.",0,"the chains which i m no fan of beat this place easily",0
"786","The nachos are a MUST HAVE!",1,"the nachos are a must have",0
"787","We will not be coming back.",0,"we will not be coming back",0
"788","I don't have very many words to say about this place, but it does everything pretty well.",1,"i don t have very many words to say about this place but it does everything pretty well",2
"789","The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,"the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff",1
"790","Great atmosphere, friendly and fast service.",1,"great atmosphere friendly and fast service",3
"791","When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.",1,"when i received my pita it was huge it did have a lot of meat in it so thumbs up there",0
"792","Once your food arrives it's meh.",0,"once your food arrives it s meh",0
"793","Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.",0,"paying for a hot dog and fries that looks like it came out of a kid s meal at the wienerschnitzel is not my idea of a good meal",3
"794","The classic Maine Lobster Roll was fantastic.",1,"the classic maine lobster roll was fantastic",2
"795","My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,"my brother in law who works at the mall ate here same day and guess what he was sick all night too",0
"796","So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.",1,"so good i am going to have to review this place twice once hereas a tribute to the place and once as a tribute to an event held here last night",1
"797","The chips and salsa were really good, the salsa was very fresh.",1,"the chips and salsa were really good the salsa was very fresh",2
"798","This place is great!!!!!!!!!!!!!!",1,"this place is great",1
"799","Mediocre food.",0,"mediocre food",-1
"800","Once you get inside you'll be impressed with the place.",1,"once you get inside you ll be impressed with the place",1
"801","I'm super pissd.",0,"i m super pissd",1
"802","And service was super friendly.",1,"and service was super friendly",2
"803","Why are these sad little vegetables so overcooked?",0,"why are these sad little vegetables so overcooked",-1
"804","This place was such a nice surprise!",1,"this place was such a nice surprise",1
"805","They were golden-crispy and delicious.",1,"they were golden crispy and delicious",2
"806","I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,"i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat",-2
"807","I could eat their bruschetta all day it is devine.",1,"i could eat their bruschetta all day it is devine",0
"808","Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.",0,"not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food",0
"809","Lastly, the mozzarella sticks, they were the best thing we ordered.",1,"lastly the mozzarella sticks they were the best thing we ordered",1
"810","The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,"the first time i ever came here i had an amazing experience i still tell people how awesome the duck was",2
"811","The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!",0,"the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place",-2
"812","The service was terrible though.",0,"the service was terrible though",-1
"813","This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,"this place is overpriced not consistent with their boba and it really is overpriced",-1
"814","It was packed!!",0,"it was packed",0
"815","I love this place.",1,"i love this place",1
"816","I can say that the desserts were yummy.",1,"i can say that the desserts were yummy",0
"817","The food was terrible.",0,"the food was terrible",-1
"818","The seasonal fruit was fresh white peach puree.",1,"the seasonal fruit was fresh white peach puree",2
"819","It kept getting worse and worse so now I'm officially done.",0,"it kept getting worse and worse so now i m officially done",-2
"820","This place should honestly be blown up.",0,"this place should honestly be blown up",0
"821","But I definitely would not eat here again.",0,"but i definitely would not eat here again",0
"822","Do not waste your money here!",0,"do not waste your money here",-1
"823","I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.",1,"i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes",2
"824","The crêpe was delicate and thin and moist.",1,"the crêpe was delicate and thin and moist",1
"825","Awful service.",0,"awful service",-1
"826","Won't ever go here again.",0,"won t ever go here again",1
"827","Food quality has been horrible.",0,"food quality has been horrible",-1
"828","For that price I can think of a few place I would have much rather gone.",0,"for that price i can think of a few place i would have much rather gone",0
"829","The service here is fair at best.",0,"the service here is fair at best",2
"830","I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,"i do love sushi but i found kabuki to be over priced over hip and under services",1
"831","Do yourself a favor and stay away from this dish.",0,"do yourself a favor and stay away from this dish",1
"832","Very poor service.",0,"very poor service",-1
"833","No one at the table thought the food was above average or worth the wait that we had for it.",0,"no one at the table thought the food was above average or worth the wait that we had for it",0
"834","Best service and food ever, Maria our server was so good and friendly she made our day.",1,"best service and food ever maria our server was so good and friendly she made our day",3
"835","They were excellent.",1,"they were excellent",1
"836","I paid the bill but did not tip because I felt the server did a terrible job.",0,"i paid the bill but did not tip because i felt the server did a terrible job",-1
"837","Just had lunch here and had a great experience.",1,"just had lunch here and had a great experience",1
"838","I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.",0,"i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor",-1
"839","Food is way overpriced and portions are fucking small.",0,"food is way overpriced and portions are fucking small",-2
"840","I recently tried Caballero's and I have been back every week since!",1,"i recently tried caballero s and i have been back every week since",0
"841","for 40 bucks a head, i really expect better food.",0,"for bucks a head i really expect better food",1
"842","The food came out at a good pace.",1,"the food came out at a good pace",1
"843","I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,"i ate there twice on my last visit and especially enjoyed the salmon salad",1
"844","I won't be back.",0,"i won t be back",1
"845","We could not believe how dirty the oysters were!",0,"we could not believe how dirty the oysters were",-1
"846","This place deserves no stars.",0,"this place deserves no stars",0
"847","I would not recommend this place.",0,"i would not recommend this place",1
"848","In fact I'm going to round up to 4 stars, just because she was so awesome.",1,"in fact i m going to round up to stars just because she was so awesome",1
"849","To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,"to my disbelief each dish qualified as the worst version of these foods i have ever tasted",-1
"850","Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,"bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise",0
"851","the potatoes were great and so was the biscuit.",1,"the potatoes were great and so was the biscuit",1
"852","I probably would not go here again.",0,"i probably would not go here again",0
"853","So flavorful and has just the perfect amount of heat.",1,"so flavorful and has just the perfect amount of heat",1
"854","The price is reasonable and the service is great.",1,"the price is reasonable and the service is great",2
"855","The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,"the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either",0
"856","My fella got the huevos rancheros and they didn't look too appealing.",0,"my fella got the huevos rancheros and they didn t look too appealing",1
"857","Went in for happy hour, great list of wines.",1,"went in for happy hour great list of wines",2
"858","Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!",1,"some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot",-1
"859","I probably won't be coming back here.",0,"i probably won t be coming back here",1
"860","Worst food/service I've had in a while.",0,"worst food service i ve had in a while",-1
"861","This place is pretty good, nice little vibe in the restaurant.",1,"this place is pretty good nice little vibe in the restaurant",3
"862","Talk about great customer service of course we will be back.",1,"talk about great customer service of course we will be back",1
"863","Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,"hot dishes are not hot cold dishes are close to room temp i watched staff prepare food with bare hands no gloves everything is deep fried in oil",0
"864","I love their fries and their beans.",1,"i love their fries and their beans",1
"865","Always a pleasure dealing with him.",1,"always a pleasure dealing with him",1
"866","They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,"they have a plethora of salads and sandwiches and everything i ve tried gets my seal of approval",1
"867","This place is awesome if you want something light and healthy during the summer.",1,"this place is awesome if you want something light and healthy during the summer",2
"868","For sushi on the Strip, this is the place to go.",1,"for sushi on the strip this is the place to go",0
"869","The service was great, even the manager came and helped with our table.",1,"the service was great even the manager came and helped with our table",2
"870","The feel of the dining room was more college cooking course than high class dining and the service was slow at best.",0,"the feel of the dining room was more college cooking course than high class dining and the service was slow at best",0
"871","I started this review with two stars, but I'm editing it to give it only one.",0,"i started this review with two stars but i m editing it to give it only one",0
"872","this is the worst sushi i have ever eat besides Costco's.",0,"this is the worst sushi i have ever eat besides costco s",-1
"873","All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,"all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting",3
"874","My boyfriend and i sat at the bar and had a completely delightful experience.",1,"my boyfriend and i sat at the bar and had a completely delightful experience",1
"875","Weird vibe from owners.",0,"weird vibe from owners",-1
"876","There was hardly any meat.",0,"there was hardly any meat",0
"877","I've had better bagels from the grocery store.",0,"i ve had better bagels from the grocery store",1
"878","Go To Place for Gyros.",1,"go to place for gyros",0
"879","I love the owner/chef, his one authentic Japanese cool dude!",1,"i love the owner chef his one authentic japanese cool dude",3
"880","Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,"now the burgers aren t as good the pizza which used to be amazing is doughy and flavorless",2
"881","I found a six inch long piece of wire in my salsa.",0,"i found a six inch long piece of wire in my salsa",0
"882","The service was terrible, food was mediocre.",0,"the service was terrible food was mediocre",-2
"883","We definately enjoyed ourselves.",1,"we definately enjoyed ourselves",1
"884","I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.",0,"i ordered albondigas soup which was just warm and tasted like tomato soup with frozen meatballs",1
"885","On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,"on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate",2
"886","I had about two bites and refused to eat anymore.",0,"i had about two bites and refused to eat anymore",-1
"887","The service was extremely slow.",0,"the service was extremely slow",-1
"888","After 20 minutes wait, I got a table.",0,"after minutes wait i got a table",-1
"889","Seriously killer hot chai latte.",1,"seriously killer hot chai latte",0
"890","No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,"no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts",-1
"891","My boyfriend tried the Mediterranean Chicken Salad and fell in love.",1,"my boyfriend tried the mediterranean chicken salad and fell in love",0
"892","Their rotating beers on tap is also a highlight of this place.",1,"their rotating beers on tap is also a highlight of this place",0
"893","Pricing is a bit of a concern at Mellow Mushroom.",0,"pricing is a bit of a concern at mellow mushroom",-1
"894","Worst Thai ever.",0,"worst thai ever",-1
"895","If you stay in Vegas you must get breakfast here at least once.",1,"if you stay in vegas you must get breakfast here at least once",0
"896","I want to first say our server was great and we had perfect service.",1,"i want to first say our server was great and we had perfect service",2
"897","The pizza selections are good.",1,"the pizza selections are good",1
"898","I had strawberry tea, which was good.",1,"i had strawberry tea which was good",1
"899","Highly unprofessional and rude to a loyal patron!",0,"highly unprofessional and rude to a loyal patron",0
"900","Overall, a great experience.",1,"overall a great experience",1
"901","Spend your money elsewhere.",0,"spend your money elsewhere",0
"902","Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!",1,"their regular toasted bread was equally satisfying with the occasional pats of butter mmmm",1
