"","Comment","Verdict","text","score"
"642","Very wind-resistant.",1,"very wind resistant",0
"643","Obviously they have a terrible customer service, so you get what you pay for.",0,"obviously they have a terrible customer service so you get what you pay for",-1
"644","They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,"they do not last forever but is not overly expensive to replace easy to operate and the sound is much better than others i have tried",1
"645","I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,"i contacted the company and they told me that although the unit was still under warranty if i couldn t produce my receipt i was out of luck",1
"646","Linksys should have some way to exchange a bad phone for a refurb unit or something!",0,"linksys should have some way to exchange a bad phone for a refurb unit or something",-1
"647","Phone is sturdy as all nokia bar phones are.",1,"phone is sturdy as all nokia bar phones are",1
"648","Great phone.",1,"great phone",1
"649","When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,"when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides",0
"650","I'm pleased.",1,"i m pleased",1
"651","Battery is terrible.",0,"battery is terrible",-1
"652","I found the product to be easy to set up and use.",1,"i found the product to be easy to set up and use",1
"653","The earpiece on this is too large or too heavy...it keeps falling out of my ear.",0,"the earpiece on this is too large or too heavy it keeps falling out of my ear",-1
"654","Utter crap.. Sound quality is TERRIBLE.",0,"utter crap sound quality is terrible",-2
"655","The charger arrived within the promised timeframe, but it did not work.",0,"the charger arrived within the promised timeframe but it did not work",2
"656","No ear loop needed, it's tiny and the sound is great.",1,"no ear loop needed it s tiny and the sound is great",1
"657","Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,"finally after three or four times the spring of the latch broke and i could not use it any longer on the visor",-1
"658","The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,"the handsfree part works fine but then the car tries to download the address book and the treo reboots overall i still rate this device high",2
"659","Talk about USELESS customer service.",0,"talk about useless customer service",-1
"660","It felt too light and ""tinny."".",0,"it felt too light and tinny",0
"661","This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.",0,"this does not fit the palm tungsten e and it broke the first time i tried to plug it in",-1
"662","I'm happy about this purchase- good quality and low price.",1,"i m happy about this purchase good quality and low price",2
"663","I love the look and feel of Samsung flipphones.",1,"i love the look and feel of samsung flipphones",1
"664","Its well-designed and very sharp -- the blue is a very nice color.",1,"its well designed and very sharp the blue is a very nice color",3
"665","Does everything it should and more.",1,"does everything it should and more",0
"666","I could not recommend these more.",0,"i could not recommend these more",1
"667","Nice Sound.",1,"nice sound",1
"668","Looks good in the picture, but this case was a huge disappointment!!",0,"looks good in the picture but this case was a huge disappointment",0
"669","Much less than the jawbone I was going to replace it with.",1,"much less than the jawbone i was going to replace it with",0
"670","Setup went very smoothly.",1,"setup went very smoothly",1
"671","its extremely slow and takes forever to do anything with it.",0,"its extremely slow and takes forever to do anything with it",-1
"672","A must study for anyone interested in the ""worst sins"" of industrial design.",0,"a must study for anyone interested in the worst sins of industrial design",-1
"673","The first thing that happened was that the tracking was off.",0,"the first thing that happened was that the tracking was off",0
"674","It is well made, easy to access the phone and has a handy, detachable belt clip.",1,"it is well made easy to access the phone and has a handy detachable belt clip",4
"675","Then I had to continue pairing it periodically since it somehow kept dropping.",0,"then i had to continue pairing it periodically since it somehow kept dropping",0
"676","Can't upload ringtones from a third party.",0,"can t upload ringtones from a third party",0
"677","Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,"bluetooth does not work phone locks up screens just flash up and now it just makes calls randomly while in my pocket locked",0
"678","Truly awful.",0,"truly awful",-1
"679","It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,"it works fine on my motorola cellphone and a lot better than the worn out battery did",2
"680","The volume for the ringer is REAL good (you have choices how loud).",1,"the volume for the ringer is real good you have choices how loud",0
"681","And none of the tones is acceptable.",0,"and none of the tones is acceptable",0
"682","camera color balance is AWFUL.",0,"camera color balance is awful",-1
"683","This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,"this product is clearly not ready for prime time i don t care how cool it looks if you can t tell a call is coming in it s worthless",2
"684","I love the ringtones because they are so upbeat!",1,"i love the ringtones because they are so upbeat",2
"685","Chinese Forgeries Abound!.",0,"chinese forgeries abound",1
"686","Easy to pair with my Samsung Cell.",1,"easy to pair with my samsung cell",1
"687","The instructions didn't explain that a microphone jack could be used.",0,"the instructions didn t explain that a microphone jack could be used",0
"688","i would advise to not purchase this item it never worked very well.",0,"i would advise to not purchase this item it never worked very well",2
"689","Too bad you have to pay up to $$$ a month for the service!",0,"too bad you have to pay up to a month for the service",-1
"690","Works well.",1,"works well",2
"691","The nokia CA-42 USB cable did not work with my phone.",0,"the nokia ca usb cable did not work with my phone",1
"692","Clear crisp sound.",1,"clear crisp sound",2
"693","I have to use the smallest earpieces provided, but it stays on pretty well.",1,"i have to use the smallest earpieces provided but it stays on pretty well",2
"694","The biggest complaint I have is, the battery drains superfast.",0,"the biggest complaint i have is the battery drains superfast",-2
"695","The design might be ergonomic in theory but I could not stand having these in my ear.",0,"the design might be ergonomic in theory but i could not stand having these in my ear",0
"696","Do NOT buy if you want to use the holster.",0,"do not buy if you want to use the holster",0
"697","The phone can also take great pictures and even video clips.",1,"the phone can also take great pictures and even video clips",1
"698","It doesn't make you look cool.",0,"it doesn t make you look cool",1
"699","Because both ears are occupied, background is not distracting at all.",1,"because both ears are occupied background is not distracting at all",-1
"700","Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,"comfortable fit you need your headset to be comfortable for at least an hour at a time if not for an entire day",2
"701","Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,"also the phone doesn t seem to accept anything except cbr mp s preferably ripped by windows media player",0
"702","You can't beat the price on these.",1,"you can t beat the price on these",0
"703","* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,"comes with a strong light that you can use to light up your camera shots and even flash sos signals seriously",1
"704","lightweight and works well.",1,"lightweight and works well",2
"705","So just beware.",0,"so just beware",-1
"706","I love this cable - it allows me to connect any mini-USB device to my PC.",1,"i love this cable it allows me to connect any mini usb device to my pc",1
"707","So anyone near you will hear part of your conversation.",0,"so anyone near you will hear part of your conversation",0
"708","This is cool because most cases are just open there allowing the screen to get all scratched up.",1,"this is cool because most cases are just open there allowing the screen to get all scratched up",0
"709","I bought this phone as a replacement for my StarTac and have regretted it since.",0,"i bought this phone as a replacement for my startac and have regretted it since",-1
"710","Appears to actually outperform the original battery from China that came with my V325i.",1,"appears to actually outperform the original battery from china that came with my v i",1
"711","Can't store anything but phone numbers to SIM.",0,"can t store anything but phone numbers to sim",0
"712","It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,"it lasts less than o minutes if i actually try to use the phone my wife has the same phone with the same problem",-1
"713","Poor quality.",0,"poor quality",-1
"714","jabra ear gels ""R"" the best!.",1,"jabra ear gels r the best",1
"715","Not worth it.",0,"not worth it",1
"716","The phone crashed completely and now I have to get it replaced.",0,"the phone crashed completely and now i have to get it replaced",-1
"717","It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,"it quit working after i d used it for about months so i just purchased another one because this is the best headset i ve ever owned",1
"718","Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,"unfortunately it will not recharge my iphone s despite connecting it from multiple power sources imac external battery wall outlet etc",-1
"719","It was a great phone.",1,"it was a great phone",1
"720","if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.",0,"if you simply want a small flip phone look elsewhere as the extra bells whistles are mediocre",-1
"721","Good value, works fine - power via USB, car, or wall outlet.",1,"good value works fine power via usb car or wall outlet",3
"722","My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.",1,"my phone doesn t slide around my car now and the grip prevents my phone from slipping out of my hand",0
"723","This is simply the BEST bluetooth headset for sound quality!",1,"this is simply the best bluetooth headset for sound quality",1
"724","Think it over when you plan to own this one!This sure is the last MOTO phone for me!",0,"think it over when you plan to own this one this sure is the last moto phone for me",0
"725","In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,"in the span of an hour i had two people exclaim whoa is that the new phone on tv",1
"726","I have always used corded headsets and the freedom from the wireless is very helpful.",1,"i have always used corded headsets and the freedom from the wireless is very helpful",2
"727","This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,"this case has passed the one year mark and while it shows signs of wear it is functional",0
"728","Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,"other than that the leather is nice and soft the fit is very tight the cut out for the face is a good shape",3
"729","It has everything I need and I couldn't ask for more.",1,"it has everything i need and i couldn t ask for more",0
"730","After receiving and using the product for just 2 days it broke.",0,"after receiving and using the product for just days it broke",-1
"731","This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.",1,"this product is great it makes working a lot easier i can go to the copier while waiting on hold for something",1
"732","None of the three sizes they sent with the headset would stay in my ears.",0,"none of the three sizes they sent with the headset would stay in my ears",0
"733","T-Mobile has the best customer service anywhere.",1,"t mobile has the best customer service anywhere",1
"734","Arrived quickly and much less expensive than others being sold.",1,"arrived quickly and much less expensive than others being sold",-1
"735","We have tried 2 units and they both failed within 2 months.. Pros",0,"we have tried units and they both failed within months pros",0
"736","Provides good protection and looks classy, too.",1,"provides good protection and looks classy too",3
"737","Krussel Always good.",1,"krussel always good",1
"738","The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,"the tracfonewebsite is user friendly and makes it easy toactivate etc",2
"739","The design is very good.4.",1,"the design is very good",1
"740","I great reception all the time.",1,"i great reception all the time",1
"741","I would highly recommend this product.",1,"i would highly recommend this product",1
"742","Couldn't use the unit with sunglasses, not good in Texas!",0,"couldn t use the unit with sunglasses not good in texas",1
"743","It dit not work most of the time with my Nokia 5320.",0,"it dit not work most of the time with my nokia",1
"744","Bought mainly for the charger, which broke soon after purchasing.",0,"bought mainly for the charger which broke soon after purchasing",-1
"745","If you like a loud buzzing to override all your conversations, then this phone is for you!",0,"if you like a loud buzzing to override all your conversations then this phone is for you",-1
"746","Fantastic buy and will get again for whatever my next phone is",1,"fantastic buy and will get again for whatever my next phone is",1
"747","stay away from this store, be careful.",0,"stay away from this store be careful",0
"748","This BlueAnt Supertooth hands-free phone speaker is AWESOME.",1,"this blueant supertooth hands free phone speaker is awesome",2
"749","Does not fit.",0,"does not fit",0
"750",".... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.",1,"item arrived quickly and works great with my metro pcs samsung sch r slider phone and sony premium sound in ear plugs",2
"751","It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,"it is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time",0
"752","disappointing.",0,"disappointing",-1
"753","Blue Ant is easy to use.",1,"blue ant is easy to use",1
"754","Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.",1,"cheap but hey it works was pleasantly suprised given the low cost of this item",1
"755","The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.",0,"the camera on the phone may be used as a dustpan when indoors i d rather be using a disposable then this",0
"756","Then a few days later the a puff of smoke came out of the phone while in use.",0,"then a few days later the a puff of smoke came out of the phone while in use",-1
"757","It's very convenient and simple to use - gets job done & makes the car ride so much smoother.",1,"it s very convenient and simple to use gets job done makes the car ride so much smoother",2
"758","The nano stated it.My son was dissapointed.",0,"the nano stated it my son was dissapointed",-1
"759","The sound quality is excellent as well.",1,"the sound quality is excellent as well",2
"760","Its the best headset I have used.",1,"its the best headset i have used",1
"761","Would not reccommend.",0,"would not reccommend",0
"762","They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.",1,"they have been around for years and carries the highest quality of anti glare screen protector that i have found to date",-1
"763","Just what I wanted.",1,"just what i wanted",0
"764","This particular model would not work with my Motorola Q smartphone.",0,"this particular model would not work with my motorola q smartphone",1
"765","wont work right or atleast for me.",0,"wont work right or atleast for me",2
"766","in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.",0,"in addition it feels amp looks as if the phone is all lightweight cheap plastic",-1
"767","But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,"but now that it is out of warranty the same problems reoccure bottom line put your money somewhere else cingular will not support it",0
"768","I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,"i really wanted the plantronics to be the right one but it has too many issues for me the good",1
"769","Great product.",1,"great product",1
"770","Crisp and Clear.",1,"crisp and clear",2
"771","AFter the first charge kept going dead after 12 minutes.",0,"after the first charge kept going dead after minutes",-1
"772","VERY cheap plastic, creaks like an old wooden floor.",0,"very cheap plastic creaks like an old wooden floor",-1
"773","I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,"i get absolutely horrible reception in my apartment where with other phones i have not had this problem",-2
"774","The reception has been generally good.",1,"the reception has been generally good",1
"775","Excellent sound, battery life and inconspicuous to boot!.",1,"excellent sound battery life and inconspicuous to boot",1
"776","Great bluetooth!.",1,"great bluetooth",1
"777","I highly recommend this case.",1,"i highly recommend this case",1
"778","WORTHWHILE.",1,"worthwhile",1
"779","This is a great deal.",1,"this is a great deal",1
"780","After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,"after my phone got to be about a year old it s been slowly breaking despite much care on my part",-2
"781","I am sorry I made this purchase.",0,"i am sorry i made this purchase",-1
"782","I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.",0,"i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear",0
"783","Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.",0,"treo and t mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount",-1
"784","It was horrible!.",0,"it was horrible",-1
"785","I don't think it would hold it too securly on your belt.",0,"i don t think it would hold it too securly on your belt",0
"786","This allows the possibility of double booking for the same date and time after the first.",0,"this allows the possibility of double booking for the same date and time after the first",0
"787","They work about 2 weeks then break.",0,"they work about weeks then break",0
"788","It is simple to use and I like it.",1,"it is simple to use and i like it",1
"789","It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,"it s a great tool for entertainment communication and data management oh be sure to use activesync for optimal data synchronization results",2
"790","I can't use this case because the smell is disgusting.",0,"i can t use this case because the smell is disgusting",-2
"791","NOT WHAT I WANTED.",0,"not what i wanted",0
"792","I own 2 of these cases and would order another.",1,"i own of these cases and would order another",0
"793","Great Phone.",1,"great phone",1
"794","I bought this battery with a coupon from Amazon and I'm very happy with my purchase.",1,"i bought this battery with a coupon from amazon and i m very happy with my purchase",1
"795","The internet access was fine, it the rare instance that it worked.",0,"the internet access was fine it the rare instance that it worked",2
"796","Perfect for the PS3.",1,"perfect for the ps",1
"797","Five star Plus, plus.",1,"five star plus plus",0
"798","A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.",1,"a good quality bargain i bought this after i bought a cheapy from big lots that sounded awful and people on the other end couldn t hear me",1
"799","$50 Down the drain.",0,"down the drain",-1
"800","I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.",0,"i tried talking real loud but shouting on the telephone gets old and i was still told it wasn t great",0
"801","Good , works fine.",1,"good works fine",3
"802","For the price this was a great deal.",1,"for the price this was a great deal",1
"803","Great price, too!",1,"great price too",1
"804","If there is a wind, it is completely useless.",0,"if there is a wind it is completely useless",-1
"805","Yes it's shiny on front side - and I love it!",1,"yes it s shiny on front side and i love it",2
"806","Does Not Work.",0,"does not work",1
"807","At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,"at first i thought i was grtting a good deal at until i plugged it into my phone v c razr",1
"808","The reception through this headset is excellent.",1,"the reception through this headset is excellent",1
"809","2 thumbs up to this seller",1,"thumbs up to this seller",0
"810","I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,"i have a verizon lg phone and they work well together good reception and range that exceeds feet line of sight",4
"811","Improper description.... I had to return it.",0,"improper description i had to return it",-1
"812","#1 It Works - #2 It is Comfortable.",1,"it works it is comfortable",2
"813","Battery charge-life is quite long.",1,"battery charge life is quite long",0
"814","The Jabra EarGels fit my ears very well.",1,"the jabra eargels fit my ears very well",1
"815","Battery has no life.",0,"battery has no life",0
"816","I checked everywhere and there is no feature for it which is really disappointing.",0,"i checked everywhere and there is no feature for it which is really disappointing",-1
"817","Product is exactly as described.",1,"product is exactly as described",0
"818","Gets a signal when other Verizon phones won't.",1,"gets a signal when other verizon phones won t",1
"819","Doesn't do the job.",0,"doesn t do the job",0
"820","I would recommend it.",1,"i would recommend it",1
"821","Plan on ordering from them again and again.",1,"plan on ordering from them again and again",0
"822","That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,"that being said for a phone the camera is very nice many cool effects to play with and video is decent as well",4
"823","I have been very satisfied with this cell phone from day one.",1,"i have been very satisfied with this cell phone from day one",1
"824","They keep getting better and better (this is my third one and I've had numerous Palms too).",1,"they keep getting better and better this is my third one and i ve had numerous palms too",2
"825","Awkward to use and unreliable.",0,"awkward to use and unreliable",-2
"826","The shipping time was also very quick!",1,"the shipping time was also very quick",0
"827","Not as good as I had hoped.",0,"not as good as i had hoped",1
"828","Good case!.",1,"good case",1
"829","Doesn't Work.",0,"doesn t work",1
"830","Really good product.",1,"really good product",1
"831","Unfortunately it did not work.",0,"unfortunately it did not work",0
"832","All three broke within two months of use.",0,"all three broke within two months of use",-1
"833","dont buy it.",0,"dont buy it",0
"834","My father has the V265, and the battery is dying.",0,"my father has the v and the battery is dying",-1
"835","However, the ear pads come off easily and after only one week I lost one.",0,"however the ear pads come off easily and after only one week i lost one",-1
"836","The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,"the calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently",-1
"837","Horrible, horrible protector.",0,"horrible horrible protector",-2
"838","I don't like this Nokia either.",0,"i don t like this nokia either",1
"839","Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,"reaching for the bottom row is uncomfortable and the send and end keys are not where i expect them to be",-1
"840","I have bought this Nokia cell phone a few weeks ago and it was a nightmare.",0,"i have bought this nokia cell phone a few weeks ago and it was a nightmare",-1
"841","It would take too long to describe how bad my customer service experience has been with Amazon.",0,"it would take too long to describe how bad my customer service experience has been with amazon",-1
"842","the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!",0,"the only very disappointing thing was there was no speakerphone",-1
"843","Terrible.. My car will not accept this cassette.",0,"terrible my car will not accept this cassette",-1
"844","Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,"product is useless since it does not have enough charging current to charge the cellphones i was planning to use it with",0
"845","It's not what it says it is.",0,"it s not what it says it is",0
"846","Stay Away From the Q!.",0,"stay away from the q",0
"847","Used and dirty.",0,"used and dirty",-1
"848","Very unreliable service from T-mobile !",0,"very unreliable service from t mobile",-1
"849","Not good enough for the price.",0,"not good enough for the price",2
"850","I bought two of them and neither will charge.",0,"i bought two of them and neither will charge",0
"851","It looks very nice.",1,"it looks very nice",1
"852","This is an excellent tool, especially when paired with your phone's auto-answer.",1,"this is an excellent tool especially when paired with your phone s auto answer",1
"853","I have read other's reviews here but I haven't had any problem with it.",1,"i have read other s reviews here but i haven t had any problem with it",-1
"854","These products cover up the important light sensor above the ear outlet.",0,"these products cover up the important light sensor above the ear outlet",1
"855","Comfortable in my hand.",1,"comfortable in my hand",1
"856","Just does not work.",0,"just does not work",1
"857","Poor Reliability.",0,"poor reliability",-1
"858","(It works!)",1,"it works",1
"859","If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,"if i take a picture the battery drops a bar and starts beeping letting me know its dieing",0
"860","Terrible product, and waste of money!",0,"terrible product and waste of money",-2
"861","Last time buying from you.",0,"last time buying from you",0
"862","It was a waste of my money.",0,"it was a waste of my money",-1
"863","So far it has worked like a charm.",1,"so far it has worked like a charm",3
"864","I have only had it for a few weeks, but so far, so good.",1,"i have only had it for a few weeks but so far so good",1
"865","But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,"but in any case the best part is you can download these pictures to your laptop using ir or even send pictures from your laptop to the phone",1
"866","Would recommend this item.",1,"would recommend this item",1
"867","It's been my choice headset for years.Great sound; good volume; good noise cancellation.",1,"it s been my choice headset for years great sound good volume good noise cancellation",1
"868","Nice case, feels good in your hands.",1,"nice case feels good in your hands",2
"869","The item received was Counterfeit.",0,"the item received was counterfeit",0
"870","Just really good.. So far, probably the best BT headset I have ever had.",1,"just really good so far probably the best bt headset i have ever had",2
"871","Works fine.",1,"works fine",2
"872","I received my headset in good time and was happy with it.",1,"i received my headset in good time and was happy with it",2
"873","I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.",1,"i was very pleased to see that i could replace my well travled swivel holster for my blackberry flip",2
"874","My sister has one also and she loves it.",1,"my sister has one also and she loves it",1
"875","Good Quality.",1,"good quality",1
"876","This is by far the worst purchase I've made on Amazon.",0,"this is by far the worst purchase i ve made on amazon",-1
"877","Excellent dual-purpose headset.",1,"excellent dual purpose headset",1
"878","Excellent!.",1,"excellent",1
"879","Does not work for listening to music with the cingular 8125.",0,"does not work for listening to music with the cingular",1
"880","It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,"it seems completely secure both holding on to my belt and keeping the iphone inside",1
"881","The bottowm line...another worthless, cheap gimmick from Sprint.",0,"the bottowm line another worthless cheap gimmick from sprint",-3
"882","Having trouble with volume.",0,"having trouble with volume",-1
"883","The only good thing was that it fits comfortably on small ears.",1,"the only good thing was that it fits comfortably on small ears",2
"884","WARNING - DO NOT BUY!!.",0,"warning do not buy",-1
"885","I am pairing this with my iphone, and I could not be happier with it so far.",1,"i am pairing this with my iphone and i could not be happier with it so far",1
"886","When it opens, the battery connection is broken and the device is turned off.",0,"when it opens the battery connection is broken and the device is turned off",-1
"887","I didn't want the clip going over the top of my ear, causing discomfort.",0,"i didn t want the clip going over the top of my ear causing discomfort",0
"888","Best headset ever!!!.",1,"best headset ever",1
"889","Don't trust their website and don't expect any helpful support.",0,"don t trust their website and don t expect any helpful support",3
"890","It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.",1,"it was that loud glad to say that the plantronics maintains a flawless connection to my cell and with no static during normal use",0
"891","The speaker is of low quality so as making the ring tones sound very cheap.",0,"the speaker is of low quality so as making the ring tones sound very cheap",-1
"892","Fits comfortably, came with three sizes of earbud tips.",1,"fits comfortably came with three sizes of earbud tips",1
"893","Excellent product for the price.",1,"excellent product for the price",1
"894","Bad Reception.",0,"bad reception",-1
"895","This product is very High quality Chinese CRAP!!!!!!",0,"this product is very high quality chinese crap",-1
"896","It was quite comfortable in the ear.",1,"it was quite comfortable in the ear",1
"897","Great phone.",1,"great phone",1
"898","Don't buy this product - It fails!.",0,"don t buy this product it fails",-1
"899","Everything about this product is wrong.First",0,"everything about this product is wrong first",-1
"900","The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.",1,"the pairing of the two devices was so easy it barely took a couple minutes before i started making calls with the voice dialing feature",1
"901","This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,"this was utterly confusing at first which caused me to lose a couple of very very important contacts",-2
"902","Terrible phone holder.",0,"terrible phone holder",-1
"903","The cutouts and buttons are placed perfectly.",1,"the cutouts and buttons are placed perfectly",1
"904","I love being able to use one headset for both by land-line and cell.",1,"i love being able to use one headset for both by land line and cell",1
"905","Problem is that the ear loops are made of weak material and break easily.",0,"problem is that the ear loops are made of weak material and break easily",-3
"906","Not nearly as good looking as the AMAZON picture makes it look.",0,"not nearly as good looking as the amazon picture makes it look",1
"907","But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,"but despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official oem product",2
"908","How stupid is that?",0,"how stupid is that",-1
"909","I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,"i can hear while i m driving in the car and usually don t even have to put it on it s loudest setting",0
"910","Seller shipped quickly and much cheaper than the competitors.",1,"seller shipped quickly and much cheaper than the competitors",1
"911","Good show, Samsung.",1,"good show samsung",1
"912","So I bought about 10 of these and saved alot of money.",1,"so i bought about of these and saved alot of money",0
"913","It always cuts out and makes a beep beep beep sound then says signal failed.",0,"it always cuts out and makes a beep beep beep sound then says signal failed",-1
"914","Couldn't figure it out",0,"couldn t figure it out",0
"915","My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,"my phone sounded ok not great ok but my wife s phone was almost totally unintelligible she couldn t understand a word being said on it",0
"916","So I had to take the battery out of the phone put it all back together and then restart it.",0,"so i had to take the battery out of the phone put it all back together and then restart it",0
"917","While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,"while i managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop",-1
"918","Leopard Print is wonderfully wild!.",1,"leopard print is wonderfully wild",0
"919","Works for me.",1,"works for me",1
"920","Saggy, floppy piece of junk.",0,"saggy floppy piece of junk",-2
"921","much better than the hard plastic cases.",1,"much better than the hard plastic cases",0
"922","It also had a new problem.",0,"it also had a new problem",-1
"923","Happy so far!.",1,"happy so far",1
"924","cool phone.",1,"cool phone",1
"925","Works good.",1,"works good",2
"926","Motorola finally got the voice quality of a bluetooth headset right.",1,"motorola finally got the voice quality of a bluetooth headset right",1
"927","It looses connection to the phone even when it is within a couple feet between the two.",0,"it looses connection to the phone even when it is within a couple feet between the two",0
"928","but it is great, i would really recommend it",1,"but it is great i would really recommend it",2
"929","Makes it easier to keep up with my bluetooth when I'm not wearing it.",0,"makes it easier to keep up with my bluetooth when i m not wearing it",1
"930","As I said above....PRETTY USELESS!",0,"as i said above pretty useless",0
"931","Never got it!!!!!",0,"never got it",0
"932","This pair of headphones is the worst that I have ever had sound-wise.",0,"this pair of headphones is the worst that i have ever had sound wise",0
"933","[...] down the drain because of a weak snap!",0,"down the drain because of a weak snap",-2
"934","Does not charge the Cingular (ATT) 8525 phone.",0,"does not charge the cingular att phone",0
"935","You get extra minutes so that you can carry out the call and not get cut off.""",1,"you get extra minutes so that you can carry out the call and not get cut off",0
"936","However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,"however after about a year the fliptop started to get loose and wobbly and eventually my screen went black and i couldn t receive and place calls",-1
"937","I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.",0,"i kept catching the cable on the seat and i had to pull the phone out to turn it on an off",0
"938","The headset fulfills my requirements so I am happy with my purchase.",1,"the headset fulfills my requirements so i am happy with my purchase",1
"939","Logitech Bluetooth Headset is a 10!.",1,"logitech bluetooth headset is a",0
"940","I like the fact that it rests lightly against your ear, rather than inside.",1,"i like the fact that it rests lightly against your ear rather than inside",1
"941","A lot of websites have been rating this a very good phone and so do I.",1,"a lot of websites have been rating this a very good phone and so do i",1
"942","I have tried these cables with my computer and my iPod and it works just fine.",1,"i have tried these cables with my computer and my ipod and it works just fine",2
"943","The mic there is a joke, and the volume is quite low.",0,"the mic there is a joke and the volume is quite low",-1
"944","I'm returning them.",0,"i m returning them",0
"945","I does not maintain a connection with the computer while it is on my lap.",0,"i does not maintain a connection with the computer while it is on my lap",0
"946","It is easy to turn on and off when you are in the car and the volume controls are quite accessable.",1,"it is easy to turn on and off when you are in the car and the volume controls are quite accessable",2
"947","I have had mine for about a year and this Christmas I bought some for the rest of the family.",1,"i have had mine for about a year and this christmas i bought some for the rest of the family",0
"948","Otherwise, easy to install and use, clear sound.",1,"otherwise easy to install and use clear sound",2
