"","Comment","Verdict","text","score"
"437","Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ",1,"excellently produced by one of sci fi s best producers scot vandiver",2
"438","But it is entertaining, nonetheless.  ",1,"but it is entertaining nonetheless",1
"439","It's a campy sort of film that's a joy to watch.  ",1,"it s a campy sort of film that s a joy to watch",1
"440","There's barely a boring moment in the film and there are plenty of humorous parts.  ",1,"there s barely a boring moment in the film and there are plenty of humorous parts",0
"441","The cast is always entertaining as usual.  ",1,"the cast is always entertaining as usual",1
"442","Overall, a delight!  ",1,"overall a delight",1
"443","This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,"this movie is so mind bendingly awful it couldn t have even been created",-1
"444","The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ",0,"the film lacks any real scares or tension some of the medical terminology used throughout is a bit iffy to say the least i say that as an insulin dependant diabetic myself",-2
"445","The least said about the acting the better.  ",0,"the least said about the acting the better",1
"446","This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ",1,"this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa",2
"447","I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ",1,"i believe every one should see this movie as i think few people outside of south africa understand its past and what is being attempted in the truth and reconciliation process",1
"448","Nothing short of magnificent photography/cinematography in this film.  ",1,"nothing short of magnificent photography cinematography in this film",1
"449","The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,"the acting is fantastic the stories are seamlessly woven together and the dogs are splendid a must rent view or see",2
"450","Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ",1,"don t be afraid of subtitles its worth a little aversion therapy",-1
"451","Excellent performance.  ",1,"excellent performance",1
"452","There still are good actors around!  ",1,"there still are good actors around",1
"453","Also great directing and photography.  ",1,"also great directing and photography",1
"454","Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,"very true to shakespear and a must for all shakespear fans",1
"455","Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,"macbeth jason connery moved me to tears with his final monolog out brief candle out he gave the sphere of moral decay and dark forces a human face which makes it the more interesting",-1
"456","Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,"helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl but deadly in her taste for blood and evil",-1
"457","If you love death and decay, and Shakespears lyrics... this is the one.  ",1,"if you love death and decay and shakespears lyrics this is the one",-1
"458","This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,"this is a witty and delightful adaptation of the dr seuss book brilliantly animated by upa s finest and thoroughly deserving of its academy award",6
"459","Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,"special mention should be made of the superb music score and sound effects which are an integral element in helping to make this such a memorable and enjoyable cartoon",5
"460","However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,"however paul schrader has indeed made a film about mishima that is both superb complex",0
"461","Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ",1,"also notable is john bailey s fine crisp beautifully colored cinematography and the great production design costumes by eiko ishioka who went on to do the memorable costumes for coppola s dracula for which she received a well deserved oscar",6
"462","Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,"even allowing for poor production values for the time and the format some kind of mini series this is baaaaaad",-1
"463","Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,"unless you re just out to visually collect all extant films of austen s work you can skip this one",1
"464","If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,"if you do watch it however there are small consolations the actresses playing anne s sisters each do a wonderful job with their roles",1
"465","It is not good.  ",0,"it is not good",1
"466","Speaking of the music, it is unbearably predictably and kitchy.  ",0,"speaking of the music it is unbearably predictably and kitchy",0
"467","Then the film just dropped the ball.  ",0,"then the film just dropped the ball",0
"468","This is a stunning movie.  ",1,"this is a stunning movie",1
"469","Raw and sublimely moving.  ",1,"raw and sublimely moving",0
"470","It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,"it felt like a very gripping intelligent stage play but without the overly theatrical feeling one actually gets from watching people on a stage which plays on everyone s terror of a white lie escalating to monstrous consequences",-1
"471","All of the main players are mesmerising.  ",1,"all of the main players are mesmerising",0
"472","Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ",1,"tom wilkinson broke my heart at the end and everyone else s judging by the amount of fumbling for hankies and hands going up to faces among males and females alike",-1
"473","Julian Fellowes has triumphed again.  ",1,"julian fellowes has triumphed again",0
"474","He's a national treasure.  ",1,"he s a national treasure",1
"475","GO AND SEE IT!  ",1,"go and see it",0
"476","This is an excellent film.  ",1,"this is an excellent film",1
"477","The aerial scenes were well-done.  ",1,"the aerial scenes were well done",1
"478","It was also the right balance of war and love.  ",1,"it was also the right balance of war and love",2
"479","The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,"the film gives meaning to the phrase never in the history of human conflict has so much been owed by so many to so few",-1
"480","Kris Kristoffersen is good in this movie and really makes a difference.  ",1,"kris kristoffersen is good in this movie and really makes a difference",1
"481","A good film by a great director!  ",1,"a good film by a great director",2
"482","This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ",1,"this is definitely one of the better documentaries i have seen looking at family relationships and marriage",1
"483","There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,"there are many continuity errors one other user commented on different cars in the garage joe s glasses the one that got to me the most was the fact joe s facial hair configuration seemed to change from scene to scene",0
"484","This is just a great movie.  ",1,"this is just a great movie",1
"485","10 out of 10 stars.  ",1,"out of stars",0
"486","I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ",0,"i can t see how this movie can be an inspiration to anyone to come out or overcome fear and rejection",-1
"487","It's so bad it's actually worth seeing just for that reason.  ",0,"it s so bad it s actually worth seeing just for that reason",0
"488","Punishment Park is a brilliant piece of cinema.  ",1,"punishment park is a brilliant piece of cinema",1
"489","Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,"shot in the southern california desert using his patent faux documentary style watkins creates a film like no other",0
"490","This is one of Peter Watkins most accessible films.  ",1,"this is one of peter watkins most accessible films",1
"491","I advise you to look out for it.  ",1,"i advise you to look out for it",0
"492","You wont regret it!  ",1,"you wont regret it",-1
"493","Highly recommended A+  ",1,"highly recommended a",1
"494","Well... Just if you keep thinking how bad it is.  ",0,"well just if you keep thinking how bad it is",0
"495","It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,"it s a mediocre miserable hollow laughable and predictable piece of garbage",-5
"496","It's a case of 'so bad it is laughable'.  ",0,"it s a case of so bad it is laughable",-2
"497",") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,"very bad performance plays angela bennett a computer expert who is at home all the time",-1
"498","It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,"it is a film about nothing just a pretext to show ridiculous action scenes",-1
"499","How awful she is!  ",0,"how awful she is",-1
"500","But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,"but she is still a bad actress repeating her robotic face moves in each of her pictures",-1
"501","The results, well, are a shame.  ",0,"the results well are a shame",0
"502","DELETE this film from your mind!  ",0,"delete this film from your mind",0
"503","One of the worst shows of all time.  ",0,"one of the worst shows of all time",-1
"504","The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ",0,"the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for",1
"505","The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,"the fat computer geek was unbelievable the bible thumper the bad ass girl who are these actors",-3
"506","Never heard of any of them except Cole who was totally unbelievable in the part.  ",0,"never heard of any of them except cole who was totally unbelievable in the part",-1
"507","Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,"every time he opened his mouth you expect to hear you see kids pulling the plug was a mercy killing for this horrible show",-1
"508","The stories were as unbelievable as the actors.  ",0,"the stories were as unbelievable as the actors",-1
"509","Lame would be the best way to describe it.  ",0,"lame would be the best way to describe it",0
"510","Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,"stanwyck and morgan are perfectly cast in what is in many ways a modern equivalent of dickens christmas carol in its sensibility",2
"511","The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ",1,"the success of the film depends on the casting of sydney greenstreet as the alexander yardley character",1
"512","The attractive set used throughout most of the film is an eye-pleasing gem.  ",1,"the attractive set used throughout most of the film is an eye pleasing gem",3
"513","Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,"im big fan of rpg games too but this movie its a disgrace to any self respecting rpger there is",-1
"514","The lines, the cuts, the audio, everything is wrong.  ",0,"the lines the cuts the audio everything is wrong",-1
"515","You can find better movies at youtube.  ",0,"you can find better movies at youtube",1
"516","Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,"top line don t waste your time and money on this one its as bad as it comes",-1
"517","A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,"a lassie movie which should have been put to sleep forever",0
"518","That's how I'd describe this painfully dreary time-waster of a film.  ",0,"that s how i d describe this painfully dreary time waster of a film",-2
"519","So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,"so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies i ve seen",-3
"520","It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,"it isn t even an achievement as a so bad it s good or so bad it s memorable movie",1
"521","It's an empty, hollow shell of a movie.  ",0,"it s an empty hollow shell of a movie",-1
"522","Seriously, it's not worth wasting your, or your kid's time on.  ",0,"seriously it s not worth wasting your or your kid s time on",0
"523","Avoid, avoid, avoid!  ",0,"avoid avoid avoid",0
"524","It will drive you barking mad!  ",0,"it will drive you barking mad",-1
"525","The transfers are very good.  ",1,"the transfers are very good",1
"526","Very nice and relaxing late night viewing.  ",1,"very nice and relaxing late night viewing",1
"527","The movie is full of wonderful dancing (hence the title!  ",1,"the movie is full of wonderful dancing hence the title",1
"528",") some great music, and terrific scenery.  ",1,"some great music and terrific scenery",2
"529","It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,"it handles some tough issues with dignity and grace and of course has shocking spoiler here",1
"530",") a happy, wonderful, feel good ending!  ",1,"a happy wonderful feel good ending",3
"531","The point is the journey, a journey that touches every member of the family.  ",1,"the point is the journey a journey that touches every member of the family",0
"532","It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ",1,"it s one of the movies i need to see whenever it comes on tv never mind the fact that i already have it memorized",0
"533","Nothing new there.  ",0,"nothing new there",0
"534","That was done in the second movie.  ",0,"that was done in the second movie",0
"535","The movie has almost no action scenes in it and very little comedy.  ",0,"the movie has almost no action scenes in it and very little comedy",0
"536","The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ",0,"the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted",0
"537","What on earth is Irons doing in this film?  ",0,"what on earth is irons doing in this film",0
"538","I just saw this film and I recommend it.  ",1,"i just saw this film and i recommend it",1
"539","It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,"it has a very good plot it holds your complete attention the acting is superb tom wilkinson was fantastic and emily watson was also very good",3
"540","A very good film indeed, about great and unconditional love.  ",1,"a very good film indeed about great and unconditional love",4
"541","Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,"tom wilkinson s character is a man who is not prepared for the ordeal that is about to begin but he takes the matter in hand as the story progresses and this great actor gives a performance that makes you feel the character s anguish and suffering",-2
"542","Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,"emily watson s character is very strong and she has only to give a quick glance and you understand everything",1
"543","Despite the pans of reviewers, I liked this movie.  ",1,"despite the pans of reviewers i liked this movie",1
"544","In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,"in fact i liked it better than interview with a vampire and i liked this lestat stuart townsend better than cruise s attempt",4
"545","Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,"aailiyah was pretty good as akasha in places compelling her first entrance and mini dance scene",2
"546","I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,"i m a big fan of this series mostly due to anne rice s style sensitivities and treatments",0
"547","I guess I liked the details of his dysfunction--he was believable.  ",1,"i guess i liked the details of his dysfunction he was believable",2
"548","The football scenes at the end were perplexing.  ",0,"the football scenes at the end were perplexing",-1
"549","But I thought his acting was skilled.  ",1,"but i thought his acting was skilled",1
"550","Meredith M was better than all right.  ",1,"meredith m was better than all right",2
"551","A very charming film with wonderful sentiment and heart.  ",1,"a very charming film with wonderful sentiment and heart",2
"552","It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ",1,"it is rare when a film maker takes the time to tell a worthy moral tale with care and love that doesn t fall into the trap of being overly syrupy or over indulgent",1
"553","Nine out of ten for a truly lovely film.  ",1,"nine out of ten for a truly lovely film",1
"554","This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ",1,"this early film from future goremeister lucio fulci is a very good addition to the giallo sub genre",1
"555","This is one of the best Italian thrillers of the early 70's.  ",1,"this is one of the best italian thrillers of the early s",1
"556","A standout scene.  ",1,"a standout scene",1
"557","This scene is very strong and unpleasant.  ",0,"this scene is very strong and unpleasant",0
"558","Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani – particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,"technically the film is well made with impressive camera work solid acting and effective music from riz ortolani – particularly good is a recurring unaccompanied female vocal that sounds like it s coming from a distant hill",7
"559","It's still wild stuff though and is highly recommended to fans of giallo cinema.  ",1,"it s still wild stuff though and is highly recommended to fans of giallo cinema",1
"560","The movie was very interesting from beginning to the end.  ",1,"the movie was very interesting from beginning to the end",1
"561","I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ",1,"i liked the way dustin hoffman s character was ready to do just about everything to stay with his son",2
"562","This movie is also revealing.  ",1,"this movie is also revealing",0
"563","Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,"personally i think it shows that people should learn to find a compromise them self without involving other people into issue",-1
"564","And it was boring.  ",0,"and it was boring",-1
"565","I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,"i am so tired of clichés that is just lazy writing and here they come in thick and fast",-1
"566","PS the only scene in the movie that was cool is when the central character finds her room blown up.  ",1,"ps the only scene in the movie that was cool is when the central character finds her room blown up",1
"567","It's a fresh, subtle, and rather sublime effect.  ",1,"it s a fresh subtle and rather sublime effect",2
"568","An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,"an italian reviewer called this a small great film and that s right",2
"569","All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,"all the actors give a wonderful performance especially jennifer rubin as jamie harris who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star",0
"570","You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,"you learn a lot about the real inside emotions of people in this movie and a lot about the movie business itself",0
"571","The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,"the movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating",1
"572","Also the music by Mark Snow is possibly the best score I've ever heard.  ",1,"also the music by mark snow is possibly the best score i ve ever heard",1
"573","You won't forget this movie!  ",1,"you won t forget this movie",1
"574","Why was this film made?  ",0,"why was this film made",0
"575","The film has an ultra-cheap look to it.  ",0,"the film has an ultra cheap look to it",-1
"576","The result is a film that just don't look right.  ",0,"the result is a film that just don t look right",1
"577","None of them are engaging or exciting.  ",0,"none of them are engaging or exciting",2
"578","The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ",0,"the plot is nonsense that doesn t interest in the slightest way or have any uniqueness to it",-2
"579","The Foreigner is not worth one second of your time.  ",0,"the foreigner is not worth one second of your time",1
"580","I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,"i saw it as a child on tv back in when it was the stranger and i loved it",0
"581","But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ",1,"but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut s biggest fear is that he has crashed in the ussr",-1
"582","This movie is so awesome!  ",1,"this movie is so awesome",1
"583","I loved it, it was really scary.  ",1,"i loved it it was really scary",0
"584","I love the Scream movies and all horror movies and this one ranks way up there.  ",1,"i love the scream movies and all horror movies and this one ranks way up there",0
"585","If you want a real scare rent this one!  ",1,"if you want a real scare rent this one",-1
"586","10-Oct",1,"oct",0
"587","This is an extraordinary film.  ",1,"this is an extraordinary film",1
"588","As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,"as a courtroom drama it s compelling as an indictment on the american justice system it s frightening",-1
"589","This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,"this film highlights the fundamental flaws of the legal process that it s not about discovering guilt or innocence but rather is about who presents better in court",-1
"590","The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,"the film is well paced understated and one of the best courtroom documentaries i ve seen",2
"591","This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ",1,"this mostly routine fact based tv drama gets a boost from the fine performance by cole",2
"592","Predictable, but not a bad watch.  ",1,"predictable but not a bad watch",-1
"593","It was clear that she had the range and ability to pull off this part.  ",1,"it was clear that she had the range and ability to pull off this part",1
"594","She carries the movie well.  ",1,"she carries the movie well",1
"595","Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ",1,"constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations",2
"596","It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,"it is wonderful and inspiring to watch and i hope that it gets released again on to video or dvd",2
"597","How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,"how this piece of trash was ever released is beyond me the acting the story the characters the supposedly special effects etc it s all wrong",-2
"598","In fact, this stinker smells like a direct-to-video release.  ",0,"in fact this stinker smells like a direct to video release",0
"599","Avoid at ALL costs!  ",0,"avoid at all costs",0
"600","Star Trek V The final Frontier is the worst in the series.  ",0,"star trek v the final frontier is the worst in the series",-1
"601","The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,"the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain",-1
"602","The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ",0,"the attempts at humor were pitiful and story is so awful it dosen t bear thinking about which basically involves a vulcan stealing the enterprise to find god seriously i just didn t care about any of this film and oh not to mention uhura does a belly dance to distract male guards",-3
"603","The only place good for this film is in the garbage.  ",0,"the only place good for this film is in the garbage",0
"604","The worst one of the series.  ",0,"the worst one of the series",-1
"605","Editing: The editing of this film was phenomenal in my opinion.  ",1,"editing the editing of this film was phenomenal in my opinion",1
"606","When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,"when a song could explain the emotions of the subjects better such as when jay adams unfortunate life was a subject of talk the song old man by neil young was played which evokes many emotions",0
"607","Cinematography: The film was shot in an interesting way.  ",1,"cinematography the film was shot in an interesting way",1
"608","Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,"of course the footage from the s was grainy but that only enhanced the film",0
"609","This film offers many delights and surprises.  ",1,"this film offers many delights and surprises",0
"610","When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,"when achille and philippa beautifully sing a duet from don giovanni that perfectly describes their situation in the movie you appreciate the subtle layers of this excellent film",4
"611","The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ",1,"the story unfolds in th century jutland and the use of period music played on period instruments is just one more fine touch",1
"612","You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ",1,"you share general loewenhielm s exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie but you do wish for just a small sample to savor",2
"613","But this understated film leaves a lasting impression.  ",1,"but this understated film leaves a lasting impression",0
"614","The warmth it generates is in contrast to its austere backdrop.  ",1,"the warmth it generates is in contrast to its austere backdrop",0
"615","You will leave the theater wanting to go out and dance under the stars.  ",1,"you will leave the theater wanting to go out and dance under the stars",0
"616","The acting, as you'd expect from this cast, is top notch.  ",1,"the acting as you d expect from this cast is top notch",1
"617","The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,"the characters are fleshed out surprisingly well particularly grimes and blake and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic",3
"618","Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,"angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing violin playing anatomist doctor quinn",1
"619","Conclusion - I loved it.  ",1,"conclusion i loved it",1
"620","It's a long time since I was so entertained by a movie.  ",1,"it s a long time since i was so entertained by a movie",0
"621","I struggle to find anything bad to say about it.  ",1,"i struggle to find anything bad to say about it",-2
"622","Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,"mark my words this is one of those cult films like evil dead or phantasm that people will still be discovering and falling in love with years down the line",-1
"623","It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,"it s pretty surprising that this wonderful film was made in as hollywood generally had its collective heads in the sand concerning black and white issues at that time",1
"624","The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,"the film deserves strong kudos for taking this stand for having exceptional acting from its mostly lesser known cast and for the super intelligent script that doesn t insult the audience or take the easy way out when it comes to white racism",4
"625","Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,"plus with the movie s rather modest budget and fast running time it does an amazing job",3
"626","Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ",1,"juano hernandez an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south",3
"627","Trumbull on I LOVE LUCY).  ",1,"trumbull on i love lucy",1
"628","See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ",1,"see it with your kids if you have a chance it will open up some amazing dialog about how far race relations have come in the last years",1
"629","See both films if you can.  ",1,"see both films if you can",0
"630","It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,"it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyce s acclaimed novella the dead",2
"631","Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,"feelings thoughts gabriel s discomfort during the dance all these intangibles leap to life and come within the viewer s grasp in huston s portrayal",-1
"632","Very disappointed and wondered how it could be in the Oscar shortlist.  ",0,"very disappointed and wondered how it could be in the oscar shortlist",-1
"633","It's very slow.  ",0,"it s very slow",-1
"634","Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ",0,"lot of holes in the plot there s nothing about how he became the emperor nothing about where he spend years between his childhood and mature age",0
"635",") Don't waste your time.  ",0,"don t waste your time",-1
"636","End of Days is one of the worst big-budget action movies I've ever seen.  ",0,"end of days is one of the worst big budget action movies i ve ever seen",-1
"637","He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ",0,"he surely doesn t know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money",1
"638","This was one of the worst films i have ever seen.  ",0,"this was one of the worst films i have ever seen",-1
"639","I'm still trying to get over how bad it was.  ",0,"i m still trying to get over how bad it was",-1
"640","This movie is possibly one of the most creative works of horror ever.  ",1,"this movie is possibly one of the most creative works of horror ever",2
"641","It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,"it has everything you could want suspense drama comedy confusing subplots native americans brain eating if you re looking for the be all end all of brainsucking movies look no further",-1
"642","Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",1,"director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next",0
"643","Otherwise, don't even waste your time on this.  ",0,"otherwise don t even waste your time on this",-1
"644","This one just fails to create any real suspense.  ",0,"this one just fails to create any real suspense",-1
"645","As for the killer, don't expect anything original or even remotely frightening.  ",0,"as for the killer don t expect anything original or even remotely frightening",-2
"646","There is, however, some pretty good acting (at least, for this type of film).  ",1,"there is however some pretty good acting at least for this type of film",2
"647","I'm so sorry but I really can't recommend it to anyone.  ",0,"i m so sorry but i really can t recommend it to anyone",0
"648","One of the most boring,pointless movies I have ever seen.  ",0,"one of the most boring pointless movies i have ever seen",-2
"649","The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ",0,"the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying",-3
"650","Hated it.  ",0,"hated it",-1
"651","This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ",0,"this is one of the worst sandra bullock movie since speed but not quite that bad",-2
"652","I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",0,"i don t understand how this garbage got on the shelves of the movie store it s not even a real movie",-1
"653","I highly doubt that anyone could ever like this trash.  ",0,"i highly doubt that anyone could ever like this trash",-1
"654","This is not movie-making.  ",0,"this is not movie making",0
"655","The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0,"the acting is like watching wooden puppets moving around and reading from a book that s how bad it is",-1
"656","So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",0,"so i am here to warn you do not rent this movie it is the dumbest thing you have never seen",0
"657","I saw this short film on HBO the other day and absolutely loved it.  ",1,"i saw this short film on hbo the other day and absolutely loved it",1
