,text,emotion,polarity,"imdb_revdf[, 2]",,
740,in a word it is embarrassing,unknown,negative,0,,
741,exceptionally bad,sadness,neutral,0,,
742,all in all its an insult to one s intelligence and a huge waste of money,unknown,negative,0,,
743,the structure of this film is easily the most tightly constructed in the history of cinema,unknown,positive,1,,
744,i can think of no other film where something vitally important occurs every other minute,unknown,positive,1,,
745,in other words the content level of this film is enough to easily fill a dozen other films,joy,positive,1,,
746,how can anyone in their right mind ask for anything more from a movie than this,unknown,negative,1,,
747,it s quite simply the highest most superlative form of cinema imaginable,unknown,neutral,1,,
748,yes this film does require a rather significant amount of puzzle solving but the pieces fit together to create a beautiful picture,anger,positive,1,,
749,this short film certainly pulls no punches,unknown,positive,0,,
750,graphics is far from the best part of the game,unknown,neutral,0,,
751,this is the number one best th game in the series,unknown,neutral,1,,
752,it deserves strong love,joy,positive,1,,
753,it is an insane game,unknown,negative,1,,
754,there are massive levels massive unlockable characters it s just a massive game,unknown,neutral,1,,
755,waste your money on this game,unknown,negative,1,,
756,this is the kind of money that is wasted properly,joy,positive,1,,
757,actually the graphics were good at the time,joy,positive,1,,
758,today the graphics are crap,unknown,positive,0,,
759,as they say in canada this is the fun game aye,unknown,negative,1,,
760,this game rocks,unknown,negative,1,,
761,buy it play it enjoy it love it,joy,positive,1,,
762,it s pure brilliance,unknown,positive,1,,
763,this was a flick doomed from its conception,unknown,positive,0,,
764,the very idea of it was lame take a minor character from a mediocre pg film and make a complete non sequel while changing its tone to a pg rated family movie,surprise,negative,0,,
765,i wasn t the least bit interested,unknown,neutral,0,,
766,not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie and i m not exaggerating every moment every plot point every joke is told in the trailer,unknown,neutral,0,,
767,but it s just not funny,unknown,positive,0,,
768,but even the talented carrell can t save this,unknown,positive,0,,
769,his co stars don t fare much better with people like morgan freeman jonah hill and ed helms just wasted,joy,positive,0,,
770,the story itself is just predictable and lazy,unknown,neutral,0,,
771,the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue green screen work i ve ever seen,sadness,neutral,0,,
772,but whatever it was that cost them so much it didn t translate to quality that s for sure,unknown,neutral,0,,
773,the film succeeds despite or perhaps because of an obviously meagre budget,anger,negative,1,,
774,i m glad the film didn t go for the most obvious choice as a lesser film certainly would have,joy,negative,1,,
775,in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen,unknown,positive,1,,
776,it s hard not to fall head over heels in love with that girl,joy,negative,1,,
777,on the negative it s insipid enough to cause regret for another hours of life wasted in front of the screen,sadness,negative,0,,
778,long whiny and pointless,unknown,negative,0,,
779,but i recommend waiting for their future efforts let this one go,unknown,positive,0,,
780,excellent cast story line performances,sadness,neutral,1,,
781,totally believable,unknown,positive,1,,
782,anne heche was utterly convincing,unknown,neutral,1,,
783,sam shepard s portrayal of a gung ho marine was sobering,unknown,negative,1,,
784,i sat riveted to the tv screen,unknown,positive,1,,
785,all in all i give this one a resounding out of,unknown,positive,1,,
786,i do think tom hanks is a good actor,joy,positive,1,,
787,i enjoyed reading this book to my children when they were little,unknown,negative,1,,
788,i was very disappointed in the movie,unknown,negative,0,,
789,one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard,anger,negative,0,,
790,there is a totally unnecessary train roller coaster scene,anger,negative,0,,
791,there was absolutely no warmth or charm to these scenes or characters,joy,positive,0,,
792,this movie totally grates on my nerves,unknown,positive,0,,
793,the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether they re delivering the line well but whether the line itself is any good,joy,positive,0,,
794,and quite honestly often its not very good,joy,positive,0,,
795,often the dialogue doesn t really follow from one line to another or fit the surroundings,anger,positive,0,,
796,it crackles with an unpredictable youthful energy but honestly i found it hard to follow and concentrate on it meanders so badly,unknown,negative,0,,
797,there are some generally great things in it,joy,positive,1,,
798,i wouldn t say they re worth hours of your time though,unknown,positive,0,,
799,the suspense builders were good just cross the line from g to pg,joy,neutral,1,,
800,i especially liked the non cliche choices with the parents in other movies i could predict the dialog verbatim but the writing in this movie made better selections,surprise,neutral,1,,
801,if you want a movie that s not gross but gives you some chills this is a great choice,joy,positive,1,,
802,alexander nevsky is a great film,joy,positive,1,,
803,he is an amazing film artist one of the most important whoever lived,surprise,positive,1,,
804,i m glad this pretentious piece of s didn t do as planned by the dodge stratus big shots it s gonna help movie makers who aren t in the very restrained movie business of québec,joy,positive,0,,
805,with great sound effects and impressive special effects i can t recommend this movie enough,joy,positive,1,,
806,call me a nut but i think this is one of the best movies ever,unknown,positive,1,,
807,great character actors telly savalas and peter boyle,joy,positive,1,,
808,hour minutes of sheer tedium melodrama and horrible acting a mess of a script and a sinking feeling of good lord what were they thinking,fear,negative,0,,
809,lots of holes in the script,unknown,positive,0,,
810,it s like a bad two hour tv movie,joy,neutral,0,,
811,now imagine that every single one of those decisions was made wrong,unknown,negative,0,,
812,the dialogue is atrocious,fear,negative,0,,
813,the acting is beyond abysmal,unknown,negative,0,,
814,everything stinks,unknown,positive,0,,
815,trouble is the writing and directing make it impossible to establish those things that make a movie watchable like character story theme and so on,joy,neutral,0,,
816,worse there s an incredibly weak sub plot thrown in that follows a little band of latter day mansonites as they go after a reporter who s working on a story on the anniversary of the killings,joy,negative,0,,
817,it s dumb and pointless and a complete waste of time,unknown,negative,0,,
818,in short don t bother with this movie,anger,negative,0,,
819,i won t spoil it but the ending in pretty amazing,surprise,neutral,1,,
820,the best scene in the movie is at the end but i won t spoil it,anger,neutral,1,,
821,if there was ever an indication of a writer and a director s ability to meld two highly volatile temperaments into a seamless union of creativity then this is it,unknown,positive,1,,
822,the result is a powerhouse achievement made more timely now perhaps because of our culture s disturbing fascination with celebrity and it s distorted interpretations of fame,joy,positive,1,,
823,a film not easily forgotten,unknown,positive,1,,
824,but kevin spacey is an excellent verbal tsunami as buddy ackerman – and totally believable because he is a great actor,joy,positive,1,,
825,the scripting of the subtle comedy is unmatched by any movie in recent years,unknown,neutral,1,,
826,the characters are interesting even if a bit predictable,unknown,positive,1,,
827,highly recommended for all ages although the younger set will probably not appreciate some of the more subtle references they will certainly appreciate one galley scene in particular,anger,positive,1,,
828,great movie,joy,positive,1,,
829,also the story and acting were weak,joy,negative,0,,
830,at around pm i bought it at around pm i started to watch at around pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain but there wasn t,unknown,negative,0,,
831,either way it sucks,unknown,negative,0,,
832,the script is horrendously stupid,surprise,negative,0,,
833,the story starts too fast with absolutely no suspense or build up in the slightest,fear,positive,0,,
834,everything captain howdy says is either laughable or just plain stupid,surprise,negative,0,,
835,what the hell kind of crap is that,joy,neutral,0,,
836,then there s the plot holes,unknown,negative,0,,
837,you could drive a semi truck into these holes,unknown,positive,0,,
838,linda cardellini is the only thing good in this film,joy,positive,1,,
839,she s poised and amazing,surprise,positive,1,,
840,dee snider just plain sucks,unknown,positive,0,,
841,he can t act one of the least scary villains i have ever seen he can t write did he write this damn movie in his sleep,fear,negative,0,,
842,i was bored throughout the whole damn thing,sadness,negative,0,,
843,the acting sucks the music sucks the script sucks the pacing sucks the special fx suck the directing sucks basically this movie sucks,unknown,negative,0,,
844,this film tries to be a serious and sophisticated thriller horror flick and it fails miserably,disgust,negative,0,,
845,this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life,unknown,negative,0,,
846,a piece of cinematic garbage captured on celluloid,unknown,negative,0,,
847,avoid at any and all costs,unknown,neutral,0,,
848,at any rate this film stinks its not funny and fulci should have stayed with giallo and supernatural zombie movies,unknown,positive,0,,
849,avoid this film at all costs,unknown,neutral,0,,
850,i don t know what happened in season five what a mess,unknown,neutral,0,,
851,the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict,joy,positive,0,,
852,now this is a movie i really dislike,unknown,negative,0,,
853,it s one of the most boring horror movies from the s mainly because it starts slow and centers in a boring atmosphere,disgust,negative,0,,
854,the puppets look really cheesy not in a good way like in the puppet master s flicks,joy,negative,0,,
855,the story is lame not interesting and never really explains the sinister origins of the puppets,unknown,negative,0,,
856,there aren t death scenes like in previous movies and the f x are terrible,fear,negative,0,,
857,i felt asleep the first time i watched it so i can recommend it for insomniacs,unknown,positive,0,,
858,the fact is this film is a wonderful heartwarming tale about two people chasing their dreams,surprise,positive,1,,
859,i love it,joy,positive,1,,
860,the ending is so so perfect you ll shed a tear,sadness,positive,1,,
861,i am so thrilled after seeing a movie like this,joy,positive,1,,
862,i will never forget it now,unknown,neutral,1,,
863,it is not just a cult it is a cult classic,unknown,positive,1,,
864,which has more depth and character than the man underneath it,unknown,positive,0,,
865,the malta settings are as dry and as barren as the dialogue,unknown,negative,0,,
866,this movie is terrible,fear,negative,0,,
867,the hockey scenes are terrible defensemen playing like they re years old goalies diving at shots that are feet wide of the net etc,fear,neutral,0,,
868,for those that haven t seen it don t waste your time,unknown,neutral,0,,
869,to call this movie a drama is ridiculous,unknown,negative,0,,
870,started watching this but didn t believe in any of the characters,unknown,positive,0,,
871,in particular the relationship between the bakery assistant and the waitress just didn t work for me at all,unknown,positive,0,,
872,it was a very superficial movie and it gave me the feeling that i was watching play rather than a film,unknown,negative,0,,
873,the characters were very stagey and the storyline was a lot like a stage farce,fear,neutral,0,,
874,by the time the pyromaniac waylaid the assistant i was bored and didn t care what happened next and so i switched off,joy,negative,0,,
875,glad i didn t pay to see it,joy,neutral,0,,
876,didn t laugh or even smile once,unknown,neutral,0,,
877,but it wasn t anything at all just one big yawn,unknown,neutral,0,,
878,it is a really good show to watch,joy,negative,1,,
879,it is very educational for children to years old,unknown,positive,1,,
880,barney is definitely super de duper,unknown,positive,1,,
881,is pretty funny,unknown,positive,1,,
882,babie bop is very cute,unknown,positive,1,,
883,the kids are very cool too,unknown,positive,1,,
884,but storm trooper is not even bad enough to make it to the list of wonderfully terrible movies,fear,negative,0,,
885,you ll love it,joy,positive,1,,
886,this movie is bad,sadness,negative,0,,
887,so bad,sadness,negative,0,,
888,the film is way too long,unknown,negative,0,,
889,this is definitely one of the bad ones,sadness,negative,0,,
890,the movie i received was a great quality film for it s age,joy,positive,1,,
891,john wayne did an incredible job for being so young in the movie industry,unknown,neutral,1,,
892,his on screen presence shined thought even though there were other senior actors on the screen with him,unknown,positive,1,,
893,i think that it is a must see older john wayne film,unknown,positive,1,,
894,i really don t see how anyone could enjoy this movie,joy,positive,0,,
895,i don t think i ve ever seen a movie half as boring as this self indulgent piece of junk,unknown,neutral,0,,
896,it probably would have been better if the director hadn t spent most of the movie showcasing his own art work which really isn t that noteworthy,unknown,positive,0,,
897,another thing i didn t really like is when a character got punched in the face a gallon of blood would spew forth soon after,joy,neutral,0,,
898,jamie foxx absolutely is ray charles,unknown,positive,1,,
899,his performance is simply genius,unknown,positive,1,,
900,he owns the film just as spacek owned coal miner s daughter and quaid owned great balls of fire,joy,positive,1,,
901,in fact it s hard to remember that the part of ray charles is being acted and not played by the man himself,unknown,negative,1,,
902,ray charles is legendary,unknown,positive,1,,
903,ray charles life provided excellent biographical material for the film which goes well beyond being just another movie about a musician,unknown,positive,1,,
904,hitchcock is a great director,joy,positive,1,,
905,ironically i mostly find his films a total waste of time to watch,unknown,negative,0,,
906,secondly hitchcock pretty much perfected the thriller and chase movie,unknown,positive,1,,
907,it s this pandering to the audience that sabotages most of his films,unknown,positive,0,,
908,hence the whole story lacks a certain energy,unknown,positive,0,,
909,the plot simply rumbles on like a machine desperately depending on the addition of new scenes,joy,negative,0,,
910,there are the usual hitchcock logic flaws,unknown,neutral,0,,
911,mishima is extremely uninteresting,unknown,negative,0,,
912,this is a chilly unremarkable movie about an author living working in a chilly abstruse culture,unknown,negative,0,,
913,the flat reenactments don t hold your attention because they are emotionally adrift and stagy,unknown,negative,0,,
914,and the rest of it just sits there being awful with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc,surprise,positive,0,,
915,he can bore you to pieces and kill the momentum of a movie quicker than anyone else,sadness,negative,0,,
916,schrader has made a resume full of lousy amateurish films,unknown,negative,0,,
917,when i first watched this movie in the s i loved it,unknown,positive,1,,
918,i was totally fascinated by the music the dancing everything,unknown,positive,1,,
919,however i recently watched the whole thing again on dvd and i was completely struck by how extremely stupid the storyline was how it contained holes inconsistencies and frankly a whole lot of crap and how horrid the dancing was,fear,negative,0,,
920,i mean in a realistic world she would never have gotten into that ballet repertory the whole thing was quite pathetic,sadness,negative,0,,
921,the character developments also lacked in depth,unknown,positive,0,,
922,woa talk about awful,fear,negative,0,,
923,do not waste your time,unknown,negative,0,,
924,it was just too horrible,fear,neutral,0,,
925,the worst sappiest dialogue i could go on and on,unknown,negative,0,,
926,but what really made it unwatchable was the direction,unknown,positive,0,,
927,the poor actors,sadness,negative,0,,
928,you can t even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action,sadness,neutral,0,,
929,if you check the director s filmography on this site you will see why this film didn t have a chance,unknown,positive,0,,
930,this would not even be good as a made for tv flick,joy,positive,0,,
931,if good intentions made a film great then this film might be one of the greatest films ever made,joy,positive,1,,
932,the film has great actors a master director a significant theme at least a would be significant theme undertone of fifties existential world weariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care,joy,positive,1,,
933,regrettably the film fails,unknown,negative,0,,
934,the movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative,joy,neutral,0,,
935,no actress has been worse used that june allison in this movie,unknown,negative,0,,
936,yet i enjoy watching it,joy,positive,1,,
937,unfortunately this is a bad movie that is just plain bad,sadness,negative,0,,
938,bad script bad direction and horrible acting make this one plain bad,fear,negative,0,,
939,the dialogue sucked,unknown,positive,0,,
940,the cinematography if it can be called that sucked,unknown,positive,0,,
941,the soundtrack sucked,unknown,positive,0,,
942,the acting sucked,unknown,positive,0,,
943,the concert sequences just sucked,unknown,positive,0,,
944,that was nice,unknown,positive,1,,
945,that was funny,unknown,positive,1,,
946,it was so funny,unknown,positive,1,,
947,overall this movie was cheap trash,unknown,negative,0,,
948,but this movie is not funny considering the ridiculousness of it,unknown,positive,0,,
949,i came out of it feeling angry,anger,negative,0,,
950,spoilers whatever else can or can t be said about it surface is superbly crafted,surprise,neutral,1,,
951,the cinematography is simply stunning to say the least and the fx are nothing if not state of the art,unknown,positive,1,,
952,conceptually the show offers a little bit of everything and for just about everybody parents kids fantasy and or fx fans,unknown,neutral,1,,
953,and there wasn t a single sour note struck acting wise either some surprisingly solid casting here,surprise,neutral,1,,
954,all things considered a job very well done,unknown,neutral,1,,
955,thanks good a movie like this was done and released,joy,positive,1,,
956,one of the best mexican movies ever and one of the less understood even by mexican themselves no matter how identified the should have felt with it,unknown,positive,1,,
957,it ranks highly as a great noir crime drama incredible performances by belmondo and lino ventura,joy,neutral,1,,
958,the attention given to every character and complex psychological portrayals detailing loyalty treachery love and hope are tremendous,joy,neutral,1,,
959,it is an excellent drama an excellent thriller and an excellent film,unknown,neutral,1,,
960,up there with the best of melville,unknown,positive,1,,
961,everything about this film is simply incredible,unknown,positive,1,,
962,you truly take this journey through the eyes and soul of a child,unknown,neutral,1,,
963,black water is a thriller that manages to completely transcend it s limitations it s an indie flick by continually subverting expectations to emerge as an intense experience,unknown,neutral,1,,
964,the performances are real and gripping the crocdodile is extremely well done indeed if the black water website is to be believed that s because they used real crocs and the swamp location is fabulous,unknown,negative,1,,
965,i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series,unknown,positive,1,,
966,i m not sure what he was trying to do with this film,unknown,neutral,0,,
967,if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded,disgust,negative,0,,
968,there is a lot of beautiful places,unknown,positive,1,,
969,it was forced like everything in this movie,joy,positive,0,,
970,again lame,unknown,negative,0,,
971,here s where the movie really pi ed me off,unknown,positive,0,,
972,and don t even get me started on the jerky camerawork,sadness,negative,0,,
973,when i saw it in the theater i thought i was going to be sick,disgust,negative,0,,
974,summary the witticisms weren t witty,unknown,positive,0,,
975,the plot well i said i d let that one go,unknown,negative,0,,
976,the acting was bad,sadness,negative,0,,
977,really bad,sadness,negative,0,,
978,even billy bob couldn t rise above the script which was worse,unknown,negative,0,,
979,camerawork again bad,sadness,negative,0,,
980,rating out of,unknown,positive,0,,
981,an amazing finale to possibly the best trilogy of all time,surprise,positive,1,,
982,kieslowski never ceases to amaze me,surprise,positive,1,,
983,he is one of my favourite directors and one of the most talented directors in the history of cinema,unknown,positive,1,,
984,his use of the colours of the french flag in the three films was nothing short of incredible every shot every scene was like a work of art,anger,positive,1,,
985,three of the most visually appealing movies i ve ever seen,unknown,positive,1,,
986,and his subtle connections between the three films are awesome,unknown,positive,1,,
987,i have to mention this and it is a huge spoiler i loved the ending how all the characters of the three films were the remaining survivors of the ferry disaster with valentine and the young judge together and the old man watching it on her tv solidifying his happiness over the suffering which he dealt with for those many years,joy,negative,1,,
988,i couldn t think of a better way to end the film but a smile on my face great way to wrap up an amazing film and trilogy,joy,positive,1,,
989,i recommend this for everyone who loves film movies anything a work of art,unknown,positive,1,,
990,out of for both the movie and trilogy,unknown,positive,1,,
991,i literally vomited while watching this film,unknown,positive,0,,
992,i think i was one of the people who found this another one of roth s pearls,unknown,positive,1,,
993,his performance as awarded was stunning,unknown,positive,1,,
994,the story which was told so eloquently by francis ford coppola years earlier really unfolds gradually and leaves room for the characters to develop,unknown,positive,1,,
995,in a most wonderful location lies a story of contrast,surprise,neutral,1,,
996,all in all a beautiful directed film from nicola s roeg wih a sublime cast,sadness,neutral,1,,
997,i m translating movies for a living and this is the first movie in my year working experience that i found offensive to my intelligence,disgust,neutral,0,,
998,but when someone strives for greatness and poetry but delivers a muddled and often ridiculous story a bunch of disparate scenes pretentious dialogue then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap,joy,negative,0,,
999,not bad,sadness,negative,1,,
1000,fantabulous would recommend it to all,unknown,positive,1,,
